37,27.02.2013,1077862,514991,CHEPARERIA,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,7
38,27.02.2013,1077882,514992,CORNER STONA,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,6
39,27.02.2013,1077052,514993,GATEGI HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,8
40,27.02.2013,1077048,514994,KIAMBERE HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,6
41,27.02.2013,1077042,514995,KIRITIRI HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,10
42,27.02.2013,1077036,514996,CHUKA DISTRICT  HOSPITAL,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,30
43,27.02.2013,1077030,514997,KIGUMO HEALTH CENTRE (MURANGA SOUTH),TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,10
44,27.02.2013,1077010,514998,UTHIRU DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,10
45,27.02.2013,1076956,514999,BARICHO HEALTH CENTRE ,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,10
46,27.02.2013,1078002,515000,ULUNGU ACK,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
47,27.02.2013,1078000,515001,MARIA IMMACULATE LOCAL,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,6
48,27.02.2013,1077998,515002,NASCOP,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,6
49,27.02.2013,1077996,515003,GETRUDE-DONHOLM,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
50,27.02.2013,1077988,515004,GETRUDE-WESTLANDS,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,5
51,27.02.2013,1077986,515005,GETRUDE-KOMOROK,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
52,27.02.2013,1077984,515006,GETRUDE-EMBAKASI,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
53,27.02.2013,1077934,515007,MURIANGU HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,10
54,27.02.2013,1077924,515008,JOMVU-MIKANJURI,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,3
55,27.02.2013,1077914,515009,POLICE HEAD QUARTERS,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,10
56,28.02.2013,1077570,515036,KENYATTA HOSPITAL,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,60
57,28.02.2013,1077576,515037,MBAGATHI DH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,60
58,01.03.2013,1078262,515044,MWEA MEDICAL CLIC,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,20
59,01.03.2013,1078258,515045,EASTERN PROVINCIAL,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,271
60,01.03.2013,1078204,515046,ADURKOIT,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
61,01.03.2013,1078200,515047,KANYARKWAT,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,5
62,01.03.2013,1078190,515048,KADOGONY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,4
63,01.03.2013,1078178,515049,KAPKORIS,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
64,01.03.2013,1078174,515050,CHEPKEDIR,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
65,01.03.2013,1078170,515051,NARAMAM,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
66,01.03.2013,1078162,515052,CHEPKPEGU,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,4
67,01.03.2013,1077686,515053,UMOJA VCT,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,20
68,01.03.2013,1077688,515054,PUMWANIMAJENGO,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
69,01.03.2013,1077702,515055,LEXA MEDICAL CLINIC,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,3
70,01.03.2013,1077706,515056,NYAISIOS DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,8
71,01.03.2013,1077752,515057,MERIDIAN EQUATOR,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
72,01.03.2013,1077754,515058,MAGONCHIP DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,15
73,01.03.2013,1077758,515059,TUMAINI AFRICA,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,30
74,01.03.2013,1077760,515060,MELCHIZEDEK,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,3
75,01.03.2013,1077762,515061,LEA TOTO,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,6
76,01.03.2013,1077818,515062,POM DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,3
77,01.03.2013,1077850,515063,JAMII CLINIC,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
78,01.03.2013,1077858,515064,LILYON CLINIC,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,3
79,01.03.2013,1077860,515065,TOROR LABORATORY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
80,01.03.2013,1077868,515066,NYAZAMI VCT,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,80
81,01.03.2013,1077870,515067,BFC,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
82,01.03.2013,1077872,515068,FHOK NAIROBI YOUTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,30
83,01.03.2013,1077874,515069,POLICE LINE DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,7
84,01.03.2013,1077884,515070,JKUAT,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,10
85,01.03.2013,1077888,515071,PUMWNI MATERNITY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,50
86,01.03.2013,1077890,515072,KOREU DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,20
87,01.03.2013,1077892,515073,TABITHA CLINIC,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,15
88,01.03.2013,1077894,515074,SEREWA HC,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,8
89,01.03.2013,1077898,515075,KAPENGURIA DH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,15
90,01.03.2013,1077900,515076,CHEPARERIA,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,70
91,01.03.2013,1077910,515077,SONY SUGAR,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,8
92,01.03.2013,1077944,515078,GREEN MISS,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,5
93,01.03.2013,1077946,515079,KAWIRIA MATERNITY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
94,01.03.2013,1077948,515080,PANA VCT,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,60
95,01.03.2013,1077954,515081,MEDICAL TRUST HEALTH CARE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
96,01.03.2013,1077958,515082,NKUBU CONSOLATA,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,4
97,01.03.2013,1077962,515083,MT SINAI,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,7
98,01.03.2013,1077970,515084,NASCOP,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,10
99,01.03.2013,1077976,515085,ST JOSEPH SHELTER OF HOPE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,6
100,01.03.2013,1078008,515086,TUINA DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
101,01.03.2013,1078154,515087,TURKWELL DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,8
102,01.03.2013,1078156,515088,PTOYO DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
103,01.03.2013,1077814,515089,MISKWONY DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,5
104,01.03.2013,1077068,515090,KAMUMU DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,5
105,07.03.2013,1076978,515112,NDEIYA HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,10
106,07.03.2013,1078160,515113,CHEPYAI DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
107,07.03.2013,1078158,515114,EMBUGU WEST POKOT,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
108,07.03.2013,1078152,515115,TOMOUGH DISPENSARY WEST POKOT,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,8
109,07.03.2013,1078150,515116,KERINGET,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,8
110,07.03.2013,1078006,515117,MASINDE MULIRO,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,23
111,07.03.2013,1078004,515118,NYAMARANYA DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,10
112,07.03.2013,1077936,515119,NAZARETH HOSPITAL,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,60
113,07.03.2013,1077912,515120,NGOLIBA HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,10
114,07.03.2013,1076966,515121,TIGONI DISTRICT HOSPITAL,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,30
115,07.03.2013,1076944,515122,KABARE HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,10
116,07.03.2013,1078836,515124,MAKIMENY DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,7
117,07.03.2013,1078900,515125,OLBUTYO HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,7
118,07.03.2013,1078844,515126,MUGANGO  DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
119,07.03.2013,1078842,515127,MERIGI DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,9
120,07.03.2013,1078840,515128,MENET DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
121,07.03.2013,1078834,515129,LUGUMEK DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,5
122,07.03.2013,1078832,515130,KITOBEN  DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
123,07.03.2013,1078828,515131,KIROMWOK  DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
124,07.03.2013,1078772,515132,KATARET DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
125,07.03.2013,1078976,515133,KENENE DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
126,07.03.2013,1078770,515134,KAPSIMOTWA DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,3
127,07.03.2013,1078768,515135,KAPOLESEROI  DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
128,07.03.2013,1078762,515136,KAPKESOSIO DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,5
129,07.03.2013,1078902,515137,SILIBWET DISPENSARY (BOMET),TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,3
130,07.03.2013,1078906,515138,SIONGIROI HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
131,07.03.2013,1078968,515139,KAPSINENDET DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
132,07.03.2013,1078974,515140,KAPTEMBWO DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
133,07.03.2013,1078970,515141,KAPSOGUT DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
134,07.03.2013,1078966,515142,KAPSET DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
135,07.03.2013,1078766,515143,KAPKOROS HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
136,07.03.2013,1078570,515144,BARWESSA DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
137,07.03.2013,1078304,515145,GATHARA DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
138,07.03.2013,1078346,515146,KARANGATHA HEALH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
139,07.03.2013,1078568,515147,WERU DISPENSARY (NYANDARUA SOUTH),TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,7
140,07.03.2013,1078554,515148,TURASHA DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
141,07.03.2013,1078366,515149,KENTON DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
142,07.03.2013,1078764,515150,KAPKIMOLWA DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
143,07.03.2013,1076986,515151,BAMBOO DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,5
144,07.03.2013,1076968,515152,LARI HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,10
145,07.03.2013,1077942,515153,ALUPE SUB DISTRICT HOSPITAL,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,40
146,07.03.2013,1079580,515159,KENYA DEFNCE FORCES,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,200
147,13.03.2013,1079356,515176,TORONGO  HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,3
148,13.03.2013,1079354,515177,OLKOKWE DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
149,13.03.2013,1079352,515178,TINET DISPENSARY (KOIBATEK),TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
150,13.03.2013,1079350,515179,TIMBOROA HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,3
151,13.03.2013,1079348,515180,IGURE DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
152,13.03.2013,1079344,515181,ESAGERI HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
153,13.03.2013,1079340,515182,CHEBEREN DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
154,13.03.2013,1079338,515183,ARAMA DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
155,13.03.2013,1079336,515184,NGUBERETI HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
156,13.03.2013,1079334,515185,KOIBATEK DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
157,13.03.2013,1079330,515186,TRANS NZOIA EAST DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,60
158,13.03.2013,1079328,515187,SUBUKIA DISPENSARY (KIPKELION),TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
159,13.03.2013,1079312,515188, ELDAMA RAVINE ( AIC) HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
160,13.03.2013,1079310,515189,SEGETET DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
161,13.03.2013,1079308,515190,MUGUMOINI DISPENSARY (KIPKELION),TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
162,13.03.2013,1079306,515191,MERCY MOBILE CATHOLIC DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
163,13.03.2013,1079304,515192,KIPKELION DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
164,13.03.2013,1079300,515193,KIPKELION DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
165,13.03.2013,1079294,515194,CHEPSIR DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
166,13.03.2013,1079148,515195,KERICHO DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,6
167,13.03.2013,1079144,515196,KERICHO DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,5
168,13.03.2013,1079152,515197,KABUTII-MATIRET DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,7
169,13.03.2013,1079146,515198,KERICHO DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,4
170,13.03.2013,1079292,515199,KERICHO FOREST DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
171,13.03.2013,1079290,515200,ELDORET WEST DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,80
172,13.03.2013,1079288,515201,MASAITA/ MITI-TATU DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
173,13.03.2013,1079286,515202,MARY FINCH MISSION DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
174,13.03.2013,1079284,515203,LONDIANI DISTRICT HOSPITAL,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,15
175,13.03.2013,1079282,515204,LELU DISP,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
176,13.03.2013,1079246,515205,JAGOROR DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
177,13.03.2013,1079244,515206,FORT TENAN SUB DISTRICT HOSPITAL,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,7
178,13.03.2013,1079232,515207,KUNYAK DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,3
179,13.03.2013,1079230,515208,KIPSEGI  DISP,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,9
180,13.03.2013,1079226,515209,KIPKELION SUB DISTRICT HOSPITAL,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,15
181,13.03.2013,1079222,515210,KIMUGUL DISPENSARY (KERICHO),TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
182,13.03.2013,1079220,515211,KAPSEGER DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
183,13.03.2013,1079182,515212,OUR LADY OF LORDS DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
184,13.03.2013,1079180,515213,CHEPSEON DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
185,13.03.2013,1079178,515214,LEMOTIT DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,4
186,13.03.2013,1079176,515215,BURUTU DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
187,13.03.2013,1079174,515216,AIC BAROTION DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,4
188,13.03.2013,1079172,515217,KERICHO DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
189,13.03.2013,1079170,515218,SOSIOT HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,4
190,13.03.2013,1079168,515219,SOLIAT DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
191,13.03.2013,1079346,515220,SIRWA DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
192,13.03.2013,1079326,515221,ELDAMA RAVINE  DISTRICT HOSPITAL,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,30
193,14.03.2013,1078576,515240,KABARTONJO DISTRICT HOSPITAL,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,40
194,14.03.2013,1078574,515241,KABARNET DISTRICT HOSPITAL,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,70
195,14.03.2013,1078572,515242,CHEPLAMBUS DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
196,14.03.2013,1078566,515243,WANJOHI HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,7
197,14.03.2013,1078552,515244,NYANDARUA SOUTH DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
198,14.03.2013,1078364,515245,KIAMBOGO DISPENSARY(NYANDARUA),TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,3
199,14.03.2013,1078360,515246,NYANDARUA SOUTH DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
200,14.03.2013,1078358,515247,NYANDARUA SOUTH DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
201,14.03.2013,1078338,515248,HENI DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,6
202,14.03.2013,1078310,515249,GETA FOREST DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
203,14.03.2013,1078308,515250,GATONDO DISPENSARY (KIPIPIRI),TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
204,14.03.2013,1078284,515251,NYANDARUA SOUTH DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
205,14.03.2013,1078280,515252,NYANDARUA SOUTH DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,7
206,14.03.2013,1078276,515253,NYANDARUA SOUTH DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
207,14.03.2013,1078274,515254,NYANDARUA SOUTH DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
208,15.03.2013,1080210,515265,MARAKWET DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,3
209,15.03.2013,1080208,515266,LAIKIPIA NORTH DISTRICT MOH,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
210,15.03.2013,1080206,515267,SALAMA HEALTH CENTRE,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
211,15.03.2013,1080204,515268,PESI DISPENSARY ( LAIKIPIA ),TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
212,15.03.2013,1080202,515269,NGOBIT DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
213,15.03.2013,1080200,515270,MWITURIA DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,2
214,15.03.2013,1080198,515271,SOSIAN DISPENSARY(LAIKIPIA),TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
215,15.03.2013,1080196,515272,SIPILI HEALTH CENTER,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,1
216,15.03.2013,1080194,515273,SIPILI CATHOLIC DISPENSARY,TEST KIT HIV DETERMINE  1/2,KIT X 100 TESTS,10
