Western,Bungoma East,Emmanuel Medical Clinic,2,Rapid HIV 1+2 Test Kit (Determine),111,0,39,0,0,0,72,72,200
Western,Bungoma East,Kema Medical Center,1,Rapid HIV 1+2 Test Kit (Determine),46,0,12,0,0,0,34,34,0
Western,Bungoma North,Kimilili District Hospital - Bungoma North,1,Rapid HIV 1+ 2 Test Kit  (Unigold),140,300,160,0,0,0,280,280,0
Western,Bungoma North,Kimilili District Hospital - Bungoma North,2,Rapid HIV 1+2 Test Kit (Determine),0,"3,000",700,0,0,0,"2,300","2,300","2,000"
Western,Bungoma North,Makhanga Community Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),24,40,0,0,0,0,64,64,0
Western,Bungoma North,Makhanga Community Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),0,400,0,0,0,0,400,400,0
Western,Bungoma North,Kimilili Medical Centre,1,Rapid HIV 1+ 2 Test Kit  (Unigold),0,0,0,0,0,0,0,0,0
Western,Bungoma North,Kimilili Medical Centre,2,Rapid HIV 1+2 Test Kit (Determine),0,0,0,0,0,0,0,0,0
Western,Bungoma North,Dreamland Medical Centre,1,Rapid HIV 1+ 2 Test Kit  (Unigold),127,0,5,0,0,0,122,122,0
Western,Bungoma North,Dreamland Medical Centre,2,Rapid HIV 1+2 Test Kit (Determine),398,0,111,0,0,0,287,287,0
Western,Bungoma North,Karima Dispensary (Bungoma North),1,Rapid HIV 1+ 2 Test Kit  (Unigold),77,0,5,0,0,0,72,72,0
Western,Bungoma North,Karima Dispensary (Bungoma North),2,Rapid HIV 1+2 Test Kit (Determine),342,0,54,0,0,0,288,288,0
Western,Bungoma North,Kibingei Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),71,0,0,0,0,0,71,71,0
Western,Bungoma North,Kibingei Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),54,0,52,0,0,0,2,2,500
Western,Bungoma North,Lungai Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),16,0,20,0,0,0,34,0,0
Western,Bungoma North,Lungai Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),60,100,17,0,0,0,143,143,0
Western,Bungoma North,Maeni Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),30,20,3,0,0,0,47,47,0
Western,Bungoma North,Maeni Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),0,200,13,0,0,0,187,187,200
Western,Bungoma North,Makhonge Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),54,0,0,0,0,0,54,54,0
Western,Bungoma North,Makhonge Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),0,"1,400",0,0,0,0,"1,400","1,400",0
Western,Bungoma North,Makutano Dispensary (Bungoma),1,Rapid HIV 1+ 2 Test Kit  (Unigold),33,0,0,0,0,0,33,33,40
Western,Bungoma North,Naitiri Health Centre,1,Rapid HIV 1+ 2 Test Kit  (Unigold),72,0,8,0,0,0,64,64,100
Western,Bungoma North,Naitiri Health Centre,2,Rapid HIV 1+2 Test Kit (Determine),116,"3,000",129,0,0,0,"2,987","2,987",0
Western,Bungoma North,Naitiri Health Centre,3,Rapid Syphillis Test (RPR),55,100,109,0,0,0,46,46,100
Western,Bungoma North,Pwani Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),20,0,0,0,0,0,20,20,20
Western,Bungoma North,Pwani Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),20,200,29,0,0,0,191,191,0
Western,Bungoma North,Tongaren Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),62,0,0,0,0,0,62,62,0
Western,Bungoma North,Tongaren Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),0,600,0,0,0,0,600,600,0
Western,Bungoma North,Nasusi Community Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),20,0,0,0,0,0,20,20,20
Western,Bungoma North,Nasusi Community Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),30,0,28,0,0,0,0,2,300
Western,Bungoma North,Kamukuywa (ACK) Mission Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),0,0,0,0,0,0,0,0,20
Western,Bungoma North,Kamukuywa (ACK) Mission Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),0,0,0,0,0,0,0,0,200
Western,Bungoma North,Bahai Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),56,0,0,0,0,0,56,56,25
Western,Bungoma North,Bahai Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),268,0,77,0,0,0,191,191,300
Western,Bungoma North,Bituyu Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),14,0,0,0,0,0,14,14,10
Western,Bungoma North,Bituyu Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),2,0,2,0,0,0,0,0,100
Western,Bungoma North,Soteni Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),39,20,2,0,0,0,57,57,0
Western,Bungoma North,Soteni Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),80,200,45,0,0,0,235,235,0
Western,Bungoma West,Chebukaka Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),10,20,1,0,0,0,29,29,20
Western,Bungoma West,Chebukaka Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),69,100,38,0,0,0,131,131,100
Western,Bungoma West,Chwele District Hospital - Bungoma West,1,Rapid HIV 1+ 2 Test Kit  (Unigold),0,500,10,0,0,0,490,490,0
Western,Bungoma West,Chwele District Hospital - Bungoma West,2,Rapid HIV 1+2 Test Kit (Determine),0,"5,500",600,0,0,0,"4,300","4,300",0
Western,Bungoma West,Chwele District Hospital - Bungoma West,3,Rapid Syphillis Test (RPR),0,0,0,0,0,0,0,0,500
Western,Bungoma West,Kabuchai Health Centre,1,Rapid HIV 1+ 2 Test Kit  (Unigold),0,20,6,0,0,0,14,14,0
Western,Bungoma West,Kabuchai Health Centre,2,Rapid HIV 1+2 Test Kit (Determine),0,400,134,0,0,0,266,266,0
Western,Bungoma West,Khachonge Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),0,20,0,0,0,0,20,20,0
Western,Bungoma West,Khachonge Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),0,100,15,0,0,0,85,85,100
Western,Bungoma West,Kimalewa Health Centre,1,Rapid HIV 1+ 2 Test Kit  (Unigold),100,20,2,0,0,0,118,118,0
Western,Bungoma West,Kimalewa Health Centre,2,Rapid HIV 1+2 Test Kit (Determine),100,400,55,0,0,0,445,445,0
Western,Bungoma West,Lukhome Dispensary (Bungoma West),1,Rapid HIV 1+ 2 Test Kit  (Unigold),140,20,2,0,0,0,158,158,0
Western,Bungoma West,Lukhome Dispensary (Bungoma West),2,Rapid HIV 1+2 Test Kit (Determine),10,300,55,0,0,0,255,255,200
Western,Bungoma West,Lwanda Dispensary (Bungoma West),1,Rapid HIV 1+ 2 Test Kit  (Unigold),49,0,0,0,0,0,49,49,0
Western,Bungoma West,Lwanda Dispensary (Bungoma West),2,Rapid HIV 1+2 Test Kit (Determine),0,0,0,0,0,0,0,0,300
Western,Bungoma West,Nalondo Medical Clinic,1,Rapid HIV 1+ 2 Test Kit  (Unigold),15,0,0,0,0,0,15,15,10
Western,Bungoma West,Nalondo Medical Clinic,2,Rapid HIV 1+2 Test Kit (Determine),0,0,10,0,10,0,0,0,100
Western,Bungoma West,Ngalasia Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),56,0,0,0,0,0,56,56,0
Western,Bungoma West,Ngalasia Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),0,0,0,0,0,0,0,0,300
Western,Bungoma West,Sikulu Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),0,0,0,0,0,0,0,0,20
Western,Bungoma West,Sikulu Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),0,0,0,0,0,0,0,0,300
Rift Valley,Bomet,Tenwek Community Health Centre (Bomet),1,Rapid HIV 1+ 2 Test Kit  (Unigold),4,0,1,0,-2,0,1,1,20
Rift Valley,Bomet,Tenwek Community Health Centre (Bomet),2,Rapid HIV 1+2 Test Kit (Determine),100,0,59,0,0,0,41,41,200
Nyanza,Bondo,Bondo District Hospital,1,Rapid HIV 1+ 2 Test Kit  (Unigold),21,100,110,0,0,0,11,11,0
Nyanza,Bondo,Bondo District Hospital,2,Rapid HIV 1+2 Test Kit (Determine),44,"1,600","1,238",0,0,0,406,406,0
Nyanza,Bondo,St. Elizabeth Lwak Mission Health Centre,1,Rapid HIV 1+ 2 Test Kit  (Unigold),20,0,1,0,-10,0,9,9,20
Nyanza,Bondo,St. Elizabeth Lwak Mission Health Centre,2,Rapid HIV 1+2 Test Kit (Determine),579,0,188,0,0,0,391,391,300
Nyanza,Bondo,Uyawi Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),0,0,25,0,43,0,12,18,80
Nyanza,Bondo,Uyawi Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),134,0,206,0,0,0,117,0,400
Nyanza,Bondo,Anyuongi Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),20,0,3,0,0,0,17,17,0
Nyanza,Bondo,Anyuongi Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),237,0,17,0,0,0,220,220,100
Nyanza,Bondo,Nyamonye Mission Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),47,0,17,0,-10,0,20,20,0
Nyanza,Bondo,Nyamonye Mission Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),282,0,225,0,0,0,57,57,200
Nyanza,Bondo,Got Matar Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),7,0,5,0,0,0,2,2,60
Nyanza,Bondo,Got Matar Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),300,0,150,0,0,0,140,150,400
Nyanza,Bondo,Mageta Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),20,0,17,0,0,0,3,3,60
Nyanza,Bondo,Mageta Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),271,0,72,0,0,0,199,199,300
Nyanza,Bondo,Usigu Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),84,0,36,0,0,0,48,48,40
Nyanza,Bondo,Usigu Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),"1,016",0,185,0,0,0,831,831,0
Nyanza,Bondo,Ulungo Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),61,0,4,0,0,0,57,57,20
Nyanza,Bondo,Ulungo Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),153,0,31,0,0,0,121,122,100
Nyanza,Bondo,Bondo Medical Clinic,1,Rapid HIV 1+ 2 Test Kit  (Unigold),13,20,5,0,0,0,28,28,0
Nyanza,Bondo,Bondo Medical Clinic,2,Rapid HIV 1+2 Test Kit (Determine),353,0,21,0,0,0,332,332,0
Nyanza,Bondo,Gobei Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),54,0,12,0,0,0,42,42,0
Nyanza,Bondo,Gobei Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),517,0,51,2,0,0,464,464,0
Nyanza,Bondo,Kapiyo Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),48,0,9,0,0,0,39,39,40
Nyanza,Bondo,Kapiyo Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),256,0,85,0,0,0,171,171,400
Nyanza,Bondo,Matangwe Community Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),57,0,9,0,0,0,48,48,0
Nyanza,Bondo,Matangwe Community Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),495,0,59,0,0,0,436,436,0
Nyanza,Bondo,Nyaguda Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),11,0,12,0,20,0,19,19,80
Nyanza,Bondo,Nyaguda Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),472,0,56,0,0,0,416,416,0
Nyanza,Bondo,O.L.P.S Neema VCT Centre,1,Rapid HIV 1+ 2 Test Kit  (Unigold),85,0,7,0,0,0,78,78,0
Nyanza,Bondo,O.L.P.S Neema VCT Centre,2,Rapid HIV 1+2 Test Kit (Determine),"3,002",0,90,0,0,0,"2,912","2,912",0
Nyanza,Bondo,Nyang'oma Mission Health Centre,1,Rapid HIV 1+ 2 Test Kit  (Unigold),100,0,46,0,0,0,54,54,160
Nyanza,Bondo,Nyang'oma Mission Health Centre,2,Rapid HIV 1+2 Test Kit (Determine),190,0,238,0,100,0,52,52,"1,000"
Nyanza,Bondo,Serawango Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),11,0,6,0,-3,0,2,2,20
Nyanza,Bondo,Serawango Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),423,0,78,0,0,0,145,345,0
Nyanza,Bondo,Ouya Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),26,0,8,0,0,0,18,18,20
Nyanza,Bondo,Ouya Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),305,0,45,0,0,0,260,260,100
Nyanza,Bondo,Ndeda Island Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),74,0,13,0,-1,0,60,60,0
Nyanza,Bondo,Ndeda Island Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),356,0,61,1,0,0,294,294,0
Nyanza,Bondo,Kambajo Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),36,0,4,0,0,0,32,32,0
Nyanza,Bondo,Kambajo Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),380,0,35,0,-92,0,245,253,0
Nyanza,Bondo,Ogam Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),45,0,7,0,0,0,38,38,0
Nyanza,Bondo,Ogam Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),346,0,67,0,0,0,278,279,0
Nyanza,Bondo,Othach Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),88,0,3,0,0,0,85,85,200
Nyanza,Bondo,Othach Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),182,0,19,0,0,0,163,163,0
Nyanza,Bondo,Radier Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),26,0,4,0,0,0,22,22,40
Nyanza,Bondo,Radier Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),296,0,44,0,0,0,252,252,200
Nyanza,Bondo,Nyenye Misori Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),18,0,6,0,0,0,12,12,20
Nyanza,Bondo,Nyenye Misori Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),69,0,30,0,0,0,39,39,100
Nyanza,Bondo,Mabinju Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),39,0,8,0,0,0,31,31,0
Nyanza,Bondo,Mabinju Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),272,0,40,0,0,0,232,232,0
Nyanza,Bondo,Mawere Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),202,0,3,0,0,0,199,199,0
Nyanza,Bondo,Mawere Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),"2,298",0,48,0,0,0,"2,250","2,250",0
Nyanza,Bondo,Tuungane Youth Centre(Bondo),1,Rapid HIV 1+ 2 Test Kit  (Unigold),285,0,49,0,0,0,236,236,0
Nyanza,Bondo,Tuungane Youth Centre(Bondo),2,Rapid HIV 1+2 Test Kit (Determine),142,"3,000",854,0,0,0,"2,288","2,288",0
Nyanza,Borabu,Nyansiongo Health Centre,1,Rapid HIV 1+ 2 Test Kit  (Unigold),23,0,0,0,0,0,23,23,0
Nyanza,Borabu,Nyansiongo Health Centre,2,Rapid HIV 1+2 Test Kit (Determine),207,0,30,0,0,0,177,177,0
Nyanza,Borabu,Nyansiongo Health Centre,3,Rapid Syphillis Test (RPR),33,0,3,0,0,0,30,30,0
Nyanza,Borabu,Nyankono Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),73,0,0,0,0,0,73,73,40
Nyanza,Borabu,Nyankono Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),244,100,240,0,0,0,102,104,600
Nyanza,Borabu,Nyandoche Ibere Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),97,0,1,0,0,0,96,96,0
Nyanza,Borabu,Nyandoche Ibere Dispensary,2,Rapid Syphillis Test (RPR),0,0,0,0,0,0,0,0,100
Nyanza,Borabu,Nyandoche Ibere Dispensary,3,Rapid HIV 1+2 Test Kit (Determine),592,0,14,0,0,0,578,578,0
Nyanza,Borabu,Sotik Highlands Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),67,0,1,0,0,0,66,66,0
Nyanza,Borabu,Sotik Highlands Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),399,0,40,0,0,0,359,359,0
Nyanza,Borabu,Sotik Highlands Dispensary,3,Rapid Syphillis Test (RPR),0,0,0,0,0,0,0,0,50
Nyanza,Borabu,Chepngombe Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),93,0,2,0,0,0,91,91,0
Nyanza,Borabu,Chepngombe Dispensary,2,Rapid Syphillis Test (RPR),80,10,0,0,0,0,90,90,0
Nyanza,Borabu,Chepngombe Dispensary,3,Rapid HIV 1+2 Test Kit (Determine),958,0,266,0,0,0,692,692,500
Nyanza,Borabu,Eronge Health Centre,1,Rapid HIV 1+ 2 Test Kit  (Unigold),120,0,2,0,0,0,118,118,0
Nyanza,Borabu,Eronge Health Centre,2,Rapid HIV 1+2 Test Kit (Determine),763,0,53,200,0,0,510,510,0
Nyanza,Borabu,Keritor Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),30,0,1,0,0,0,29,29,20
Nyanza,Borabu,Keritor Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),85,0,14,0,0,0,71,71,100
Nyanza,Borabu,Kineni Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),36,0,2,0,0,0,34,34,0
Nyanza,Borabu,Kineni Dispensary,2,Rapid Syphillis Test (RPR),0,0,0,0,0,0,0,0,500
Nyanza,Borabu,Kineni Dispensary,3,Rapid HIV 1+2 Test Kit (Determine),0,0,118,0,200,0,82,82,800
Nyanza,Borabu,Magura Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),20,0,0,0,0,0,20,20,0
Nyanza,Borabu,Magura Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),0,200,0,0,0,0,200,200,0
Nyanza,Borabu,Matutu SDA Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),32,0,0,0,0,0,32,32,200
Nyanza,Borabu,Matutu SDA Dispensary,2,Rapid Syphillis Test (RPR),0,0,0,0,0,0,0,0,500
Nyanza,Borabu,Matutu SDA Dispensary,3,Rapid HIV 1+2 Test Kit (Determine),472,0,26,0,0,0,446,446,200
Nyanza,Borabu,Mecheo Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),94,0,0,0,0,0,94,94,0
Nyanza,Borabu,Mecheo Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),442,0,73,0,0,0,369,369,0
Nyanza,Borabu,Mwongori Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),127,0,2,0,0,0,125,125,0
Nyanza,Borabu,Mwongori Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),940,0,274,200,0,0,466,466,0
Nyanza,Borabu,Raitigo Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),66,0,0,0,0,0,66,66,0
Nyanza,Borabu,Raitigo Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),254,0,175,0,0,0,79,79,300
Nyanza,Borabu,Raitigo Dispensary,3,Rapid Syphillis Test (RPR),15,0,7,0,0,0,8,8,100
Nyanza,Borabu,Rigoko Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),97,0,0,0,0,0,97,97,0
Nyanza,Borabu,Rigoko Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),603,0,100,0,0,0,503,503,0
Nyanza,Borabu,Rigoko Dispensary,3,Rapid Syphillis Test (RPR),27,0,0,0,0,0,27,27,0
Nyanza,Borabu,Tindereti Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),48,0,0,0,0,0,48,48,0
Nyanza,Borabu,Tindereti Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),"1,780",0,202,0,0,0,"1,578","1,578",0
Nyanza,Borabu,Kipkepe Health Centre,1,Rapid HIV 1+ 2 Test Kit  (Unigold),17,0,2,0,0,0,15,15,20
Nyanza,Borabu,Kipkepe Health Centre,2,Rapid Syphillis Test (RPR),27,0,6,0,0,0,21,21,0
Nyanza,Borabu,Kipkepe Health Centre,3,Rapid HIV 1+2 Test Kit (Determine),372,0,51,0,0,0,321,321,200
Nyanza,Borabu,Kerumbe Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),71,0,1,0,0,0,70,70,0
Nyanza,Borabu,Kerumbe Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),419,0,42,0,0,0,377,377,0
Nyanza,Borabu,Kerumbe Dispensary,3,Rapid Syphillis Test (RPR),0,0,0,0,0,0,0,0,50
Nyanza,Borabu,Alfa Clinic (Borabu),1,Rapid HIV 1+ 2 Test Kit  (Unigold),61,0,3,0,0,0,58,58,0
Nyanza,Borabu,Alfa Clinic (Borabu),2,Rapid HIV 1+2 Test Kit (Determine),690,0,52,49,3,0,592,592,0
Nyanza,Borabu,Nderema SDA Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),25,0,0,0,0,0,25,25,0
Nyanza,Borabu,Nderema SDA Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),91,0,11,0,0,0,80,80,0
Nyanza,Borabu,Mogusii Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),19,0,1,0,0,0,18,18,0
Nyanza,Borabu,Mogusii Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),178,0,45,0,0,0,133,133,100
Nyanza,Borabu,Borabu Health Center,1,Rapid HIV 1+ 2 Test Kit  (Unigold),20,0,0,0,0,0,20,20,40
Nyanza,Borabu,Borabu Health Center,2,Rapid HIV 1+2 Test Kit (Determine),198,0,30,29,1,0,140,140,200
Nyanza,Borabu,Royal Medical Services,1,Rapid HIV 1+ 2 Test Kit  (Unigold),109,0,0,0,0,0,109,109,20
Nyanza,Borabu,Royal Medical Services,2,Rapid HIV 1+2 Test Kit (Determine),333,0,42,0,0,0,291,291,100
Nyanza,Borabu,Ensakia Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),50,0,0,0,0,0,50,50,0
Nyanza,Borabu,Ensakia Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),134,0,34,0,0,0,100,100,0
Rift Valley,Baringo North,Kabartonjo District Hospital - Baringo North,1,Rapid HIV 1+ 2 Test Kit  (Unigold),28,50,6,0,0,0,72,72,0
Rift Valley,Baringo North,Kabartonjo District Hospital - Baringo North,2,Rapid HIV 1+2 Test Kit (Determine),228,600,554,0,0,0,272,274,0
Rift Valley,Baringo North,Aiyebo Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),50,0,0,0,0,0,50,50,0
Rift Valley,Baringo North,Aiyebo Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),87,0,5,0,0,0,82,82,0
Rift Valley,Baringo North,Bartolimo Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),5,0,0,0,0,0,5,5,10
Rift Valley,Baringo North,Bartolimo Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),0,100,9,0,0,0,91,91,100
Rift Valley,Baringo North,Barwesa Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),13,20,1,0,0,0,32,32,0
Rift Valley,Baringo North,Barwesa Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),205,200,36,0,0,0,369,369,0
Rift Valley,Baringo North,Kapturo Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),20,0,0,0,0,0,20,20,0
Rift Valley,Baringo North,Kapturo Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),94,0,2,0,0,0,92,92,0
Rift Valley,Baringo North,Kasisit Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),58,0,0,0,0,0,58,58,0
Rift Valley,Baringo North,Kasisit Dispensary,2,Rapid HIV 1+2 Test Kit (Determine),206,0,6,4,0,0,196,196,0
Rift Valley,Baringo North,Keturwo Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),0,0,0,0,0,0,0,0,2
Rift Valley,Baringo North,Keturwo Dispensary,2,Rapid Syphillis Test (RPR),85,0,11,0,0,0,74,74,0
Rift Valley,Baringo North,Keturwo Dispensary,3,Rapid HIV 1+2 Test Kit (Determine),127,0,18,0,0,0,109,109,100
Rift Valley,Baringo North,Kimugul Dispensary (Baringo North),1,Rapid HIV 1+ 2 Test Kit  (Unigold),15,0,0,0,0,0,15,15,0
Rift Valley,Baringo North,Kimugul Dispensary (Baringo North),2,Rapid HIV 1+2 Test Kit (Determine),168,0,2,0,0,0,166,166,0
Rift Valley,Baringo North,Kibiryokwoinin Dispensary,1,Rapid HIV 1+ 2 Test Kit  (Unigold),60,0,0,0,0,0,60,60,0
