COUNTY,DISTRICT,MFL No.,FACILITY,CATEGORY,"OWNER(GoK, CHAK, KEC, SUPKEM)", DRAWING RIGHTS ALLOCATION FOR 2012-13 FY 
,,10567,KIARUHIU PCEA H/C,Health Centre,CHAK,107155.00
,,16816,NARUMORU CATHOLIC DISP,Dispensary,KEC,925485.00
NYERI,NYERI SOUTH,10249,GICHICHE HC,Health Centre,GOK,572707.00
,,10251,GICHIRA HC,Health Centre,GOK,599787.00
,,10450,KAMOKO HC,Health Centre,GOK,482472.00
,,10476,KARABA HC,Health Centre,GOK,377198.00
,,16998,KARIA HC,Health Centre,GOK,129871.00
,,10582,KIGANJO HC,Health Centre,GOK,482144.00
,,10615,KINUNGA HC,Health Centre,GOK,510395.00
,,10905,NYERI TOWN HC,Health Centre,GOK,1327665.00
,,11161,WAMAGANA HC,Health Centre,GOK,670626.00
,,10017,AGUTHI DISP,Dispensary,GOK,508287.00
,,10222,GATITU DISP,Dispensary,GOK,339389.00
,,10280,GITUGI DISP,Dispensary,GOK,197430.00
,,10286,GK PRISON DISP,Dispensary,GOK,865433.00
,,10305,GUMBA DISP,Dispensary,GOK,196587.00
,,10331,ICHAGACHIRU DISP,Dispensary,GOK,203474.00
,,10333,ICHAMARA DISP,Dispensary,GOK,281387.00
,,10337,IGANA DISP,Dispensary,GOK,212048.00
,,10339,IHURIRIO DISP,Dispensary,GOK,186233.00
,,10340,IHURURU DISP,Dispensary,GOK,315636.00
,,10396,KAGERE DISP,Dispensary,GOK,290008.00
,,10397,KAGICHA DISP,Dispensary,GOK,266957.00
,,10400,KAGONYE DISP,Dispensary,GOK,134135.00
,,10421,KAHIGA DISP,Dispensary,GOK,125655.00
,,10434,KAIRUTHI DISP,Dispensary,GOK,280591.00
,,10494,KARIKO DISP,Dispensary,GOK,377385.00
,,10496,KARIMA DISP,Dispensary,GOK,360097.00
,,10505,KARUNDU DISP,Dispensary,GOK,303080.00
,,10526,KIAGUTHU DISP,Dispensary,GOK,354991.00
,,10546,KIAMUYA DISP,Dispensary,GOK,190918.00
,,10552,KIANDERE DISP,Dispensary,GOK,187357.00
,,10517,KIGANJO POLICE COLLEGE,Dispensary,GOK,170069.00
,,10601,KIHUYO DISP,Dispensary,GOK,190496.00
,,10638,KIRURUMI DISP,Dispensary,GOK,182344.00
,,10643,KIUU DISP,Dispensary,GOK,227509.00
,,10696,MARUA DISP,Dispensary,GOK,182485.00
,,10729,MIHUTI DISP,Dispensary,GOK,246202.00
,,10773,MUNYANGE GIKOE DISP,Dispensary,GOK,51536.00
,,16999,MURUGURU DISP,Dispensary,GOK,87846.00
,,10794,MUTHUTHIINI DISP,Dispensary,GOK,373918.00
,,10814,MWERU DISP,Dispensary,GOK,411961.00
,,10836,NDUGAMANO DISP,Dispensary,GOK,262507.00
,,10883,NJOGUINI DISP,Dispensary,GOK,100870.00
,,10884,NJOKI DISP,Dispensary,GOK,397063.00
,,10892,NYAKAHUHO DISP,Dispensary,GOK,250138.00
,,10894,NYARIBO DISP,Dispensary,GOK,184078.00
,,10983,RURUGUTI DISP,Dispensary,GOK,406714.00
,,11083,TAMBAYA DISP,Dispensary,GOK,353023.00
,,11090,THANGATHI H/C,Health Centre,GOK,414960.00
,,11136,UNJIRU H/C,Health Centre,GOK,559495.00
,,11167,WANDUMBI DISP,Dispensary,GOK,517189.00
,,11186,WITIMA H/C,Health Centre,GOK,413320.00
,,11189,ZAINA DISP,Dispensary,GOK,159903.00
,,10420,KAHETI  DISP & MATERNITY,Dispensary,CHAK,128138.00
,,10670,MAHIGA PCEA DISP,Dispensary,KEC,135540.00
,,10705,MATHAKWAINI PCEA DISP,Dispensary,KEC,53879.00
,,10773,MUNYANGE AIPCA DISP,Dispensary,KEC,215187.00
,,10919,OTHAYA CATHOLIC DISP,Dispensary,CHAK,51677.00
KIRINYAGA,KIRINYAGA,10049,BARICHO H/C,Health Centre,GOK,843873.00
,,10110,DIFATHAS H/C,Health Centre,GOK,859360.00
,,10388,KABARE H/C,Health Centre,GOK,1333304.00
,,10462,KANGAITA H/C,Health Centre,GOK,709955.00
,,10545,KIAMUTUGU H/C,Health Centre,GOK,840805.00
,,10641,KIUMBU H/C,Health Centre,GOK,557111.00
,,10781,MURINDUKO H/C,Health Centre,GOK,724444.00
,,10798,MUTITHI H/C,Health Centre,GOK,913142.00
,,10994,SAGANA H/C,Health Centre,GOK,1567393.00
,,11130,UCHERU H/C,Health Centre,GOK,1145383.00
,,10096,CIAGINI DISP.,Dispensary,GOK,349969.00
,,10285,G.K. PRISONS DISP.,Dispensary,GOK,234052.00
,,10197,GACIONGO DISP,Dispensary,GOK,391848.00
,,10213,GATHAMBI DISP,Dispensary,GOK,567868.00
,,10217,GATHIGIRIRI H/C,Health Centre,GOK,579548.00
,,10221,GATITHI DISP,Dispensary,GOK,467475.00
,,10229,GATUGURA DISP,Dispensary,GOK,818812.00
,,16386,GATUTO DISP.,Dispensary,GOK,509983.00
,,10239,GATWE DISP,Dispensary,GOK,558442.00
,,10379,JOSHUA MBAI  DISP.,Dispensary,GOK,355772.00
,,10402,KAGUMO DISP.,Dispensary,GOK,919315.00
,,10532,KAIMANYEKI DISP ,Dispensary,GOK,291419.00
,,10431,KAIRINI DISP,Dispensary,GOK,103756.00
,,10436,KAJIJI DISP.,Dispensary,GOK,406781.00
,,10458,KAMWETI DISP,Dispensary,GOK,616511.00
,,10461,KANDONGU DISP.,Dispensary,GOK,593520.00
,,10468,KANG'ARU DISP,Dispensary,GOK,806392.00
,,10471,KANGU DISP,Dispensary,GOK,254973.00
,,16445,KARIKO DISP,Dispensary,GOK,298516.00
,,10504,KARUMANDE H/C,Health Centre,GOK,921755.00
,,10556,KIANGAI DISP,Dispensary,GOK,565872.00
,,10555,KIANG'OMBE DISP,Dispensary,GOK,587865.00
,,10562,KIANJEGE DISP,Dispensary,GOK,238487.00
,,10566,KIARAGANA DISP,Dispensary,GOK,397504.00
,,10571,KIBIRIGWI H/C,Health Centre,GOK,516526.00
,,10574,KIBURU DISP,Dispensary,GOK,339360.00
,,10635,KIROGO DISP,Dispensary,GOK,481004.00
,,10647,KUTUS DISP.,Dispensary,GOK,756787.00
,,16387,MAKANGU DISP,Dispensary,GOK,326682.00
,,10766,MUMBUINI DISP,Dispensary,GOK,262883.00
,,10799,MUTITU DISP,Dispensary,GOK,229062.00
,,10873,NGUKA DISP.,Dispensary,GOK,704891.00
,,10880,NJEGAS H/C,Health Centre,GOK,667964.00
,,10975,RUKANGA DISP.,Dispensary,GOK,548684.00
,,10980,RURII KIANDEGWA DISP,Dispensary,GOK,259076.00
,,11092,THIBA H/C,Health Centre,GOK,867308.00
,,11164,WAMUMU DISP,Dispensary,GOK,619099.00
,,11040,ACK ST. JOHNS THAITA DISP,Dispensary,CHAK,217492.00
,,10048,BARICHO CATHOLIC DISP,Dispensary,KEC,165115.00
,,10093,CCS WANG'URU DISP,Dispensary,CHAK,388448.00
,,10109,DIFATHAS CATHOLIC DISP,Dispensary,KEC,141200.00
,,10398,KAGIO CATHOLIC DISP,Dispensary,KEC,700751.00
,,10519,KERUGOYA CATHOLIC DISP,Dispensary,KEC,302804.00
,,10564,KIANYAGA CATHOLIC DISP,Dispensary,KEC,194242.00
,,10646,KUTUS CATHOLIC DISP,Dispensary,KEC,185815.00
,,10551,MCK KIANDEGWA DISP,Dispensary,CHAK,74111.00
,,10991,SAGANA CATHOLIC DISP,Dispensary,KEC,448217.00
,,10232,SDA GATUMBI  DISP,Dispensary,CHAK,119096.00
MURANG'A,MURANG'A NORTH,10279,GITUGI H/C,Health Centre,GOK,617966.00
,,10443,KAMBIRWA H/C,Health Centre,GOK,376367.00
,,10594,KIHOYA H/C,Health Centre,GOK,602640.00
,,10624,KIRIA H/C,Health Centre,GOK,529503.00
,,10636,KIROGO H/C,Health Centre,GOK,1078112.00
,,10893,NYAKIANGA H/C,Health Centre,GOK,913965.00
,,10888,NYANGITI H/C,Health Centre,GOK,319871.00
,,11129,TUTHU H/C,Health Centre,GOK,381010.00
,,10191,GACHARAGEINI DISP,Dispensary,GOK,494496.00
,,10203,GAKURWE DISP,Dispensary,GOK,616281.00
,,10208,GATANG'ARA DISP,Dispensary,GOK,143767.00
,,10209,GATARA H/C,Health Centre,GOK,343908.00
,,10212,GATHAITHI DISP,Dispensary,GOK,316831.00
,,10216,GATHERU DISP,Dispensary,GOK,351715.00
,,10256,GIKUI DISP,Dispensary,GOK,411785.00
,,10258,GITARO DISP,Dispensary,GOK,508836.00
,,10261,GITHAGARA H/C,Health Centre,GOK,518943.00
,,10287,GK PRISON DISP,Dispensary,GOK,106336.00
,,10335,ICHICHI DISP,Dispensary,GOK,515369.00
,,10354,IRURI DISP,Dispensary,GOK,391611.00
,,10405,KAGUMOINI DISP,Dispensary,GOK,468734.00
,,10432,KAIRO DISP,Dispensary,GOK,521491.00
,,10472,KANJAMA DISP,Dispensary,GOK,703018.00
,,10528,KIAIRATHE DISP,Dispensary,GOK,289425.00
,,10533,KIAMARA H/C,Health Centre,GOK,471117.00
,,10558,KIANGOCHI DISP,Dispensary,GOK,401267.00
,,10577,KIBUTHA DISP,Dispensary,GOK,326733.00
,,10584,KIGETUINI DISP,Dispensary,GOK,242913.00
,,10625,KIRIAINI DISP,Dispensary,GOK,614062.00
,,10637,KIRURI DISP,Dispensary,GOK,416962.00
,,10706,MATHARITE DISP,Dispensary,GOK,94051.00
,,10744,MUGEKA DISP,Dispensary,GOK,648371.00
,,10779,MURARANDIA DISP,Dispensary,GOK,525805.00
,,10986,RWATHIA DISP,Dispensary,GOK,603749.00
,,11152,WAHUNDURA DISP,Dispensary,GOK,387215.00
,,11171,WANJENGI H/C,Health Centre,GOK,679434.00
,,11172,WANJERERE DISP,Dispensary,GOK,344771.00
,,10475,KANYENYAINI DISP,Dispensary,GOK,345551.00
,,16978,ACK GAITHERIDISP,Dispensary,CHAK,350975.00
,,10262,ACK GITHANGA DISP,Dispensary,CHAK,132715.00
,,10728,ACK MIHUTIDISP,Dispensary,CHAK,87107.00
,,16977,ACK PRISCA WAKARIMA DISP,Dispensary,CHAK,138796.00
,,10237,GATURI CATHOLIC DISP,Dispensary,KEC,103337.00
,,10559,KIANGUNYI CATHOLIC DISP,Dispensary,KEC,53415.00
,,10745,MUGOIRI  CATHOLIC DISP,Dispensary,KEC,139083.00
,,17016,KIAMBUTHIA DISP,Dispensary,GOK,224177.00
,,17015,MARAGI DISPENSARY,Dispensary,GOK,290329.00
,,18536,MUKANGU DISPENSARY,Dispensary,GOK,59742.00
MURANG'A,MURANG'A SOUTH,10199,GAICHANJIRU H/C,Health Centre,KEC,333708.00
,,10353,IRIGIRO H/C,Health Centre,GOK,450838.00
,,10459,KANDARA H/C,Health Centre,GOK,1158016.00
,,10465,KANGARI H/C,Health Centre,GOK,469450.00
,,10588,KIGUMO H/C,Health Centre,GOK,836956.00
,,10674,MAKUYU H/C,Health Centre,GOK,859417.00
,,10687,MARAGUA RIDGE H/C,Health Centre,GOK,664751.00
,,10987,SABA SABA  H/C,Dispensary,GOK,759842.00
,,10190,GACHARAGE DISP,Dispensary,GOK,362980.00
,,17305,GATIA-INI DISP,Dispensary,GOK,269707.00
,,17365,GICHAGINI DISP,Dispensary,GOK,383157.00
,,10253,GIKOE DISP,Dispensary,GOK,353335.00
,,16171,GIKONO DISP,Dispensary,GOK,645758.00
,,17659,GITATHI DISP,Dispensary,GOK,348386.00
,,10268,GITHUNGURI DISP,Dispensary,GOK,459805.00
,,10406,KAGUMOINI DISP,Dispensary,GOK,389164.00
,,16971,KAGUNDUINI DISP,Dispensary,GOK,276814.00
,,10410,KAGUTHI DISP,Dispensary,GOK,519364.00
,,10417,KAHARO H/C,Health Centre,GOK,432268.00
,,10441,KAMAHUHA DISP,Dispensary,GOK,470804.00
,,10445,KAMBITI DISP,Dispensary,GOK,497537.00
,,10460,KANDERENDU DISP,Dispensary,GOK,337726.00
,,10499,KARITI DISP,Dispensary,GOK,326728.00
,,10500,KARIUA DISP,Dispensary,GOK,305790.00
,,16969,KATIPANGA DISP,Dispensary,GOK,488908.00
,,16172,KIANJUGU DISP,Dispensary,GOK,238786.00
,,17303,MAIRI DISP,Dispensary,GOK,210571.00
,,10688,MARANJAU DISP,Dispensary,GOK,191029.00
,,16970,MARIAINI DISP,Dispensary,GOK,516869.00
,,10727,MIHANG’O DISP,Dispensary,GOK,486116.00
,,10748,MUGUMOINI DISP,Dispensary,GOK,432479.00
,,10757,MUKOE DISP,Dispensary,GOK,195597.00
,,10759,MUKURIA DISP,Dispensary,GOK,256467.00
,,10770,MUNUNGA DISP,Dispensary,GOK,215055.00
,,10785,MURUKA DISP.,Dispensary,GOK,332608.00
,,10791,MUTHERU DISP,Dispensary,GOK,255283.00
,,10793,MUTHITHI DISP,Dispensary,GOK,557139.00
,,10817,NAARO DISP,Dispensary,GOK,500583.00
,,10857,NG'ARARIA DISP.,Dispensary,GOK,395382.00
,,10874,NGURUEINI DISP,Dispensary,GOK,359300.00
,,10875,NGUTHURU DISP,Dispensary,GOK,347075.00
,,11127,TURU TURU DISP,Dispensary,GOK,139041.00
,,10112,DONBOSCO DISP,Dispensary,KEC,1294266.00
,,10283,GITUURU DISP,Dispensary,CHAK,246823.00
,,10332,ICHAGAKI H/C,Health Centre,KEC,160276.00
,,10692,MARIIRA CATHOLIC DISP,Dispensary,KEC,191452.00
,,16175,MUTHITHI PCEA DISP,Dispensary,CHAK,157315.00
,,10969,RUCHU CATHOLIC DISP,Dispensary,KEC,171570.00
,,16170,SABASABA CATH. DISP,Dispensary,KEC,190352.00
,,11086,TATAHANNAH DISP,Dispensary,CHAK,195597.00
,,17304,RUONA DISP,Dispensary,GOK,190352.00
KIAMBU,KIAMBU EAST,10263,GITHIGA H/C,Health Centre,GOK,1290910.00
,,10269,GITHUNGURI H/C,Health Centre,GOK,1097213.00
,,10493,KARIA H/C,Health Centre,GOK,727799.00
,,10507,KARURI H/C,Health Centre,GOK,1871015.00
,,10587,KIGUMO H/C,Health Centre,GOK,670183.00
,,10865,NGEWA H/C,Health Centre,GOK,991621.00
,,10029,ANMER DISP,Dispensary,GOK,158948.00
,,10097,CIANDA DISP,Dispensary,GOK,196746.00
,,10214,GATHANGA DISP,Dispensary,GOK,986555.00
,,10275,GITIHA DISP,Dispensary,GOK,293415.00
,,10290,GK PRISON DISP,Dispensary,GOK,53805.00
,,17219,KASPHAT DISP,Dispensary,GOK,329778.00
,,10726,MIGUTA DISP,Dispensary,GOK,636510.00
,,17112,NGETETI DISP,Dispensary,GOK,141865.00
,,10957,RIABAI DISP,Dispensary,GOK,366500.00
,,10072,BL PALAZOLLO CATHOLIC DISP,Dispensary,KEC,161594.00
,,10322,HOLY ROSARY IKINU DISP,Dispensary,KEC,225038.00
,,10219,PCEA GATHIRU-INI DISP,Dispensary,CHAK,510652.00
,,10446,PCEA KAMBUI DISP,Dispensary,CHAK,108820.00
,,10988,SACRED HEART (Karuri) CATHOLIC DISP,Dispensary,KEC,1161868.00
,,10506,SDA KARURA DISP,Dispensary,CHAK,363899.00
,,17094,TING'ANG'A (Comboni) CATHOLIC DISP,Dispensary,KEC,884370.00
,,17953,KIAIBABU DISP,Dispensary,GOK,61472.00
,,17333,MUCHATHA DISP,Dispensary,GOK,481911.00
KIAMBU,KIAMBU WEST,10655,LARI HEALTH CENTRE,Health Centre,GOK,1014615.00
,,10661,LIMURU HEALTH CENTRE,Health Centre,GOK,1526499.00
,,10666,LUSSIGETTI HEALTH CETRE,Health Centre,GOK,790936.00
,,10831,NDEIYA HEALTH CENTRE,Health Centre,GOK,1033125.00
,,11170,WANGIGE HEALTH CENTRE,Health Centre,GOK,1106853.00
,,10252,GICHURU DISPENSARY,Dispensary,GOK,1100666.00
,,10265,GITHIRIONI DISPENSARY,Dispensary,GOK,272814.00
,,10394,KAGAA DISPENSARY,Dispensary,GOK,781941.00
,,10413,KAGWE DISPENSARY,Dispensary,GOK,995586.00
,,10440,KAMAE DISPENSARY,Dispensary,GOK,370459.00
,,10629,KEREITA DISPENSARY,Dispensary,GOK,333023.00
,,10613,KINALE DISPENSARY,Dispensary,GOK,505800.00
,,17250,NDEUNI DISPENSARY,Dispensary,GOK,110124.00
,,10951,RAGIA DISPENSARY,Dispensary,GOK,216764.00
,,17248,RIRONI DISPENSARY,Dispensary,GOK,486666.00
,,11093,THIGIO DISPENSARY,Dispensary,GOK,687988.00
,,11138,UPLANDS DISPENSARY,Dispensary,GOK,252380.00
,,11141,UTHIRU DISPENSARY,Dispensary,GOK,1004321.00
,,17368,ACK ST JOSEPH KANYARIRI DISP,Dispensary, CHAK ,100037.00
,,10321,HOLY CROSS THIGIO DISP,Dispensary, KEC ,163574.00
,,17363,MOST PRECIOUS BLOOD DISP,Dispensary, KEC ,310354.00
,,10858,NGARARIGA CATHOLIC DISP,Dispensary, KEC ,140852.00
,,10862,NGECHA ORTHODOX DISP,Dispensary, CHAK ,117507.00
,,10069,PCEA BIBIRIONI DISP,Dispensary, CHAK ,168357.00
,,17373,PCEA RENGUTI WOMENS GUILD DISP,Dispensary, CHAK ,158894.00
,,17973,ST ANDREW RIRONI CATHOLIC DISP,Dispensary, KEC ,54438.00
,,11022,ST ANGELA CATHOLIC DISP,Dispensary, KEC ,295223.00
,,11063,ST PAUL THEOLOGICAL COLLEGE DISP,Dispensary, CHAK ,71388.00
,,10050,ACK BATHI DISP,Dispensary, CHAK ,51994.00
,,10841,AIC NDURIRI DISP,Dispensary, CHAK ,120107.00
,,10412,KAGWE CATHOLIC DISP,Dispensary, KEC ,222639.00
,,10448,PCEA KAMBURU DISP,Dispensary, CHAK ,148132.00
KIAMBU,THIKA & RUIRU,10236,GATURA H/C,Health Centre,GOK,1245367.00
,,16748,GITHUNGURI H/C,Health Centre,GOK,286885.00
,,10302,HAMUNDIA H/C,Health Centre,GOK,673434.00
,,16814,KIANDUTU H/C,Health Centre,GOK,1559004.00
,,10617,KINYANGI H/C,Health Centre,GOK,209033.00
,,10774,MUNYU H/C,Health Centre,GOK,907601.00
,,10869,NGOLIBA H/C,Health Centre,GOK,2123724.00
,,10035,APPROVED SCHOOL (THIKA) DISP,Dispensary,GOK,74049.00
,,10041,ATHI DISP,Dispensary,GOK,272940.00
,,17058,GATHANJI DISP,Dispensary,GOK,403466.00
,,10227,GATUANYAGA DISP,Dispensary,GOK,440621.00
,,10234,GATUNYU DISP,Dispensary,GOK,729123.00
,,10248,GIATHANINI DISP,Dispensary,GOK,352322.00
,,17421,GIATUTU DISP,Dispensary,GOK,360365.00
,,10277,GITUAMBA DISP,Dispensary,GOK,646944.00
,,10288,GK PRISON DISP (RUIRU),Dispensary,GOK,174675.00
,,17877,GK PRISON DISP (THIKA),Dispensary,GOK,281508.00
,,10304,GSU KIMBO DISP,Dispensary,GOK,492770.00
,,10357,ITHANGA DISP,Dispensary,GOK,1030914.00
,,17059,ITHANGARARI DISP,Dispensary,GOK,262712.00
,,16760,JOYTOWN SPECIAL SCHOOL DISP,Dispensary,GOK,140273.00
,,10386,JUJA FARM DISP,Dispensary,GOK,746215.00
,,10482,KARANGI DISP,Dispensary,GOK,298206.00
,,10569,KIARUTARA DISP,Dispensary,GOK,246757.00
,,10586,KIGORO DISP,Dispensary,GOK,827607.00
,,10598,KIHUMBU-INI COMMUNITY DISP,Dispensary,GOK,978852.00
,,10642,KIUNYU DISP,Dispensary,GOK,539411.00
,,17061,MBUGITI DISP,Dispensary,GOK,272328.00
,,10733,MITUBIRI DISP,Dispensary,GOK,1211883.00
,,10753,MUKARARA COMMUNITY DISP,Dispensary,GOK,377675.00
,,10761,MUKURWE DISP,Dispensary,GOK,648692.00
,,10816,N Y S (National Youth Service) DISP,Dispensary,GOK,710633.00
,,10828,NDAKAINI  DISP,Dispensary,GOK,451112.00
,,10837,NDULA DISP,Dispensary,GOK,213404.00
,,10839,NDUNYU CHEGE DISP,Dispensary,GOK,489929.00
,,10842,NDURURUMO DISP,Dispensary,GOK,251609.00
,,10863,NGELELYA DISP,Dispensary,GOK,948297.00
,,16754,THIKA HIGH SCHOOL FOR THE BLIND,Dispensary,GOK,102200.00
,,16755,THIKA PRIMARY SCHOOL FOR THE BLIND CLINIC,Dispensary,GOK,174194.00
,,17420,WANYAGA DISP,Dispensary,GOK,292086.00
,,11041,ST. JOSEPH CATHOLIC DISP,Dispensary,KEC,198148.00
,,10020,AIPCA GITUAMBA DISP,Dispensary,CHAK,253663.00
,,10023,AMA HEALTH CENTRE,Health Centre,SUPKEM,384757.00
,,10081,CARITAS MARIANA DISP,Dispensary,KEC,271367.00
,,10438,KALIMONI CATHOLIC DISP,Dispensary,KEC,366398.00
,,10597,PCEA KIHUMBUINI DISP,Dispensary,CHAK,248287.00
KIAMBU,GATUNDU,10489,KARATU HEALTH CENTRE,Health Centre,GOK,700558.00
,,10864,NGENDA HEALTH CENTRE ,Health Centre,GOK,851173.00
,,10872,NGORONGO HEALTH CENTRE,Health Centre,GOK,702423.00
,,10194,GACHEGE DISP,Dispensary,GOK,504675.00
,,10195,GACHIKA DISP,Dispensary,GOK,721068.00
,,10202,GAKOE DISP,Dispensary,GOK,982366.00
,,10257,GITARE DISP,Dispensary,GOK,1169030.00
,,10580,KIENI DISP,Dispensary,GOK,86650.00
,,10581,KIGANJO DISP,Dispensary,GOK,445320.00
